14849,2010/12/1,22925,5.95,2
14849,2010/12/1,21977,0.55,24
14849,2010/12/1,21485,4.95,6
14849,2010/12/1,21484,3.45,8
14849,2010/12/1,21259,5.95,2
14849,2010/12/1,21257,7.95,2
14849,2010/12/1,21121,1.25,24
14849,2010/12/1,82552,1.45,12
14849,2010/12/1,22960,4.25,6
14849,2010/12/1,22961,1.45,12
17897,2010/12/1,22738,1.65,5
17897,2010/12/1,21621,8.5,1
17897,2010/12/1,22960,4.25,8
17897,2010/12/1,22082,1.65,5
17897,2010/12/1,47563A,3.75,1
17897,2010/12/1,84558A,2.95,1
17897,2010/12/1,21592,1.25,1
17897,2010/12/1,20878,1.25,2
17897,2010/12/1,84347,2.55,1
17897,2010/12/1,84347,2.55,1
17897,2010/12/1,21577,2.25,1
17897,2010/12/1,22909,0.85,1
17897,2010/12/1,22087,2.95,1
17897,2010/12/1,22651,0.85,2
17897,2010/12/1,22713,0.42,12
17897,2010/12/1,22910,2.95,1
17897,2010/12/1,21370,6.35,2
17897,2010/12/1,21367,2.55,1
17897,2010/12/1,22376,4.25,1
17897,2010/12/1,22961,1.45,1
17897,2010/12/1,21895,4.25,1
17897,2010/12/1,22468,6.75,1
17897,2010/12/1,21034,0.95,1
17897,2010/12/1,22372,4.25,1
17897,2010/12/1,22867,2.1,1
17897,2010/12/1,22144,2.1,1
17897,2010/12/1,21190,1.65,1
17897,2010/12/1,21894,1.25,3
17897,2010/12/1,70007,1.65,3
17897,2010/12/1,22940,4.25,1
17897,2010/12/1,70007,1.65,1
17897,2010/12/1,84347,2.55,3
17897,2010/12/1,22150,1.95,1
17897,2010/12/1,22149,2.1,2
17897,2010/12/1,22144,2.1,2
16552,2010/12/1,84879,1.69,16
16552,2010/12/1,22784,4.95,3
16552,2010/12/1,21441,0.85,12
16552,2010/12/1,85123A,2.95,6
16552,2010/12/1,22423,12.75,2
12748,2010/12/1,22854,4.95,1
12868,2010/12/1,22943,4.95,6
12868,2010/12/1,22468,6.75,2
12868,2010/12/1,22149,2.1,6
12868,2010/12/1,21485,4.95,3
12868,2010/12/1,21259,5.95,2
12868,2010/12/1,22969,1.45,12
12868,2010/12/1,22699,2.95,6
12868,2010/12/1,22217,1.25,12
12868,2010/12/1,22227,0.65,24
12868,2010/12/1,22219,0.85,12
12868,2010/12/1,22111,4.95,3
12868,2010/12/1,22294,1.25,24
17572,2010/12/1,21111,2.95,6
17572,2010/12/1,21106,2.95,6
17572,2010/12/1,21107,2.95,6
17572,2010/12/1,22697,2.95,6
17905,2010/12/1,22360,2.95,2
17905,2010/12/1,22364,2.95,1
17905,2010/12/1,21657,6.95,1
17905,2010/12/1,22699,2.95,4
17905,2010/12/1,21071,1.25,24
17905,2010/12/1,22941,8.5,1
17905,2010/12/1,22120,9.95,1
17905,2010/12/1,22423,12.75,1
17905,2010/12/1,21038,2.95,1
17905,2010/12/1,21625,6.95,1
17905,2010/12/1,22783,19.95,1
17905,2010/12/1,22097,1.25,1
17905,2010/12/1,82552,1.45,1
17905,2010/12/1,21179,1.25,1
17905,2010/12/1,22185,1.65,4
17905,2010/12/1,22097,1.25,1
17905,2010/12/1,21662,5.95,1
17905,2010/12/1,85104,2.95,8
17905,2010/12/1,21654,1.45,6
17905,2010/12/1,21658,3.95,1
17905,2010/12/1,21664,3.75,2
17905,2010/12/1,22943,4.95,2
17905,2010/12/1,22411,1.95,6
15922,2010/12/1,22277,2.1,36
15922,2010/12/1,22333,1.65,8
15922,2010/12/1,20867,1.25,36
15922,2010/12/1,21688,2.95,12
15922,2010/12/1,21694,2.95,12
15922,2010/12/1,22183,6.75,6
15922,2010/12/1,22423,12.75,2
15922,2010/12/1,22798,2.95,8
15922,2010/12/1,22800,3.75,8
15922,2010/12/1,22801,3.75,8
15922,2010/12/1,22781,7.65,2
17873,2010/12/1,84884A,3.95,10
17873,2010/12/1,51014C,0.85,24
17873,2010/12/1,51014L,0.85,12
17873,2010/12/1,51014L,0.85,12
17873,2010/12/1,51014C,0.85,12
17873,2010/12/1,51014A,0.85,12
17873,2010/12/1,22366,6.75,10
17873,2010/12/1,22876,1.95,1
17873,2010/12/1,22953,1.25,36
12921,2010/12/1,22318,2.95,6
12921,2010/12/1,22551,1.65,12
12921,2010/12/1,22748,2.1,6
12921,2010/12/1,22745,2.1,6
12921,2010/12/1,21731,1.65,12
12921,2010/12/1,22466,1.95,12
12921,2010/12/1,20972,1.25,12
12921,2010/12/1,22274,2.95,6
12921,2010/12/1,22750,3.75,4
12921,2010/12/1,22780,4.25,8
12921,2010/12/1,22779,4.25,8
12921,2010/12/1,22866,2.1,12
12921,2010/12/1,22867,2.1,12
12921,2010/12/1,22865,2.1,12
12921,2010/12/1,22632,2.1,12
13777,2010/12/1,21864,1.69,72
13777,2010/12/1,21107,2.55,72
13777,2010/12/1,21232,1.25,144
13777,2010/12/1,84050,1.25,72
13777,2010/12/1,85099B,1.65,70
13777,2010/12/1,85123A,2.55,128
13777,2010/12/1,15056P,4.6,48
13777,2010/12/1,22095,1.25,252
13777,2010/12/1,22041,2.1,144
13777,2010/12/1,85174,4.25,16
13777,2010/12/1,84050,1.25,96
13777,2010/12/1,84029E,2.95,96
13777,2010/12/1,82615,2.55,36
13777,2010/12/1,21156,1.65,12
13777,2010/12/1,20727,1.45,60
13777,2010/12/1,35004C,4.65,120
13777,2010/12/1,85099B,1.65,30
13777,2010/12/1,85123A,2.55,128
13777,2010/12/1,22095,1.25,72
13777,2010/12/1,85038,1.69,72
13777,2010/12/1,15056N,4.25,36
13777,2010/12/1,20971,1.06,144
13777,2010/12/1,21354,1.05,12
13777,2010/12/1,21107,2.55,48
13777,2010/12/1,20725,1.45,60
13777,2010/12/1,21232,1.25,144
13777,2010/12/1,22646,1.25,144
13777,2010/12/1,22147,1.25,40
13777,2010/12/1,21232,1.06,216
13777,2010/12/1,20727,1.45,60
13777,2010/12/1,85099B,1.65,200
12947,2010/12/1,21668,1.25,12
12947,2010/12/1,21672,1.25,12
12947,2010/12/1,22771,1.25,24
12947,2010/12/1,22530,0.42,24
12947,2010/12/1,22534,0.42,24
12947,2010/12/1,21374,3.75,4
12947,2010/12/1,21365,2.95,6
12947,2010/12/1,21479,3.75,8
12947,2010/12/1,21481,2.95,6
12947,2010/12/1,84032A,2.95,6
12947,2010/12/1,84031A,4.65,6
12947,2010/12/1,21509,0.42,12
12947,2010/12/1,22025,0.42,12
12947,2010/12/1,22650,1.45,12
12947,2010/12/1,22637,2.55,12
12947,2010/12/1,22634,9.95,2
12947,2010/12/1,22635,9.95,2
13777,2010/12/1,21156,1.65,120
13777,2010/12/1,84029E,2.95,384
18229,2010/12/1,22846,14.95,8
18229,2010/12/1,22848,14.95,8
18229,2010/12/1,22726,3.75,8
18229,2010/12/1,22728,3.75,8
18229,2010/12/1,22725,3.75,4
18229,2010/12/1,22729,3.75,4
18229,2010/12/1,22730,3.75,4
13576,2010/12/1,21877,1.25,1
13576,2010/12/1,21137,3.39,60
13576,2010/12/1,22041,2.55,24
13576,2010/12/1,22121,5.95,4
13576,2010/12/1,21756,5.95,4
13576,2010/12/1,21705,1.65,5
13576,2010/12/1,22694,2.1,5
13576,2010/12/1,20679,5.95,1
13576,2010/12/1,21577,2.25,1
13576,2010/12/1,22524,1.25,1
13576,2010/12/1,20765,3.75,2
13090,2010/12/2,21421,1.25,12
13090,2010/12/2,21422,0.85,16
13090,2010/12/2,22178,1.25,24
13090,2010/12/2,22617,4.25,24
15694,2010/12/2,22968,8.5,8
15694,2010/12/2,22727,3.75,4
15694,2010/12/2,22726,3.75,12
15694,2010/12/2,84945,0.85,36
15694,2010/12/2,20749,6.35,12
15694,2010/12/2,21056,8.95,8
14741,2010/12/2,84832,0.85,12
14741,2010/12/2,85231B,0.85,12
14741,2010/12/2,22189,3.95,12
14741,2010/12/2,22457,2.95,6
14741,2010/12/2,22863,2.95,6
14741,2010/12/2,22792,0.85,12
14741,2010/12/2,84970S,0.85,12
14741,2010/12/2,72741,1.45,18
14741,2010/12/2,22961,1.45,24
13715,2010/12/2,21364,6.75,2
13715,2010/12/2,22219,0.85,12
13715,2010/12/2,20966,1.25,10
13715,2010/12/2,22107,3.75,8
13715,2010/12/2,22109,3.75,8
13715,2010/12/2,21181,2.1,12
13715,2010/12/2,21042,5.95,3
13715,2010/12/2,47567B,5.95,3
13715,2010/12/2,22111,4.95,3
13715,2010/12/2,22271,2.95,6
13715,2010/12/2,22272,2.95,6
13715,2010/12/2,22273,2.95,6
13715,2010/12/2,22274,2.95,6
13715,2010/12/2,20963,1.25,10
13715,2010/12/2,21172,1.45,12
14047,2010/12/2,22367,1.95,8
14047,2010/12/2,84077,0.29,48
14047,2010/12/2,22618,9.95,2
14047,2010/12/2,22752,8.5,4
14047,2010/12/2,22837,4.65,8
14047,2010/12/2,22634,9.95,2
14047,2010/12/2,22898,1.95,8
14047,2010/12/2,22781,7.65,2
14047,2010/12/2,22467,2.55,12
14047,2010/12/2,84792,4.65,8
14047,2010/12/2,21754,5.95,3
14047,2010/12/2,22120,9.95,3
14135,2010/12/2,22965,2.1,6
14135,2010/12/2,21215,0.42,120
14135,2010/12/2,21212,0.42,120
14135,2010/12/2,21977,0.42,120
14135,2010/12/2,84991,0.42,120
14135,2010/12/2,22961,1.45,12
14135,2010/12/2,22744,2.95,6
14135,2010/12/2,22743,2.95,6
14135,2010/12/2,85049E,1.25,12
14135,2010/12/2,85049G,1.25,12
14135,2010/12/2,21328,1.65,12
14135,2010/12/2,21058,0.85,12
14135,2010/12/2,21060,0.85,12
14135,2010/12/2,21061,0.85,12
14135,2010/12/2,21062,0.85,12
14135,2010/12/2,21719,0.85,12
14135,2010/12/2,21722,0.85,12
14135,2010/12/2,21724,0.85,12
14135,2010/12/2,84826,0.85,60
14135,2010/12/2,21883,0.65,24
14135,2010/12/2,21881,0.65,12
14135,2010/12/2,21880,0.65,12
14135,2010/12/2,22943,4.95,3
13108,2010/12/2,22549,1.45,24
13108,2010/12/2,22492,0.65,72
13108,2010/12/2,10135,1.25,10
13108,2010/12/2,22422,0.65,12
13108,2010/12/2,21790,0.85,48
13108,2010/12/2,22536,0.42,48
13108,2010/12/2,22561,1.65,12
13108,2010/12/2,22752,8.5,12
13108,2010/12/2,21791,1.25,36
13108,2010/12/2,22491,0.85,24
13418,2010/12/2,22676,1.25,10
13418,2010/12/2,22727,3.75,24
13418,2010/12/2,22726,3.75,24
13418,2010/12/2,22730,3.75,8
13418,2010/12/2,22725,3.75,8
13418,2010/12/2,22672,1.65,12
13418,2010/12/2,22109,3.39,16
13418,2010/12/2,22925,5.95,2
13418,2010/12/2,22926,5.95,2
13418,2010/12/2,22927,5.95,2
13418,2010/12/2,22699,2.95,6
13418,2010/12/2,20914,2.95,6
13418,2010/12/2,21212,0.55,24
13418,2010/12/2,21843,10.95,4
13418,2010/12/2,21588,2.55,12
13418,2010/12/2,21584,1.65,20
13418,2010/12/2,22568,3.75,4
13418,2010/12/2,22569,3.75,4
13418,2010/12/2,22570,3.75,4
13418,2010/12/2,21914,1.25,12
13418,2010/12/2,21915,1.25,12
13418,2010/12/2,22549,1.45,12
13418,2010/12/2,22965,2.1,6
15658,2010/12/2,22927,5.95,2
15658,2010/12/2,22928,5.95,2
15658,2010/12/2,22926,5.95,2
15658,2010/12/2,22776,9.95,2
15658,2010/12/2,22778,3.95,4
15658,2010/12/2,22777,8.5,2
15658,2010/12/2,22783,19.95,1
15658,2010/12/2,22941,8.5,2
15658,2010/12/2,21756,5.95,3
15658,2010/12/2,22961,1.45,12
15658,2010/12/2,22423,12.75,4
15658,2010/12/2,22697,2.95,12
15658,2010/12/2,22699,2.95,12
15658,2010/12/2,21755,5.95,4
12748,2010/12/2,22187,4.25,1
14390,2010/12/2,85136A,7.95,1
14390,2010/12/2,85099B,1.95,2
14390,2010/12/2,22385,1.95,4
14390,2010/12/2,21870,1.25,1
14390,2010/12/2,20723,0.85,1
14390,2010/12/2,20967,3.75,2
14390,2010/12/2,20969,3.75,2
14390,2010/12/2,20970,3.75,1
14390,2010/12/2,85099B,1.95,3
14390,2010/12/2,22418,0.85,2
14390,2010/12/2,22374,4.25,2
14390,2010/12/2,22372,4.25,2
14390,2010/12/2,22375,4.25,2
14390,2010/12/2,22371,4.25,1
14390,2010/12/2,22634,9.95,2
14390,2010/12/2,22663,1.95,2
14390,2010/12/2,22662,1.65,2
14390,2010/12/2,22650,1.45,4
14390,2010/12/2,22578,0.85,5
14390,2010/12/2,22579,0.85,6
14390,2010/12/2,21479,3.75,2
14390,2010/12/2,22112,4.95,6
14390,2010/12/2,22110,2.55,4
14390,2010/12/2,84997B,3.75,3
14390,2010/12/2,84997A,3.75,3
14390,2010/12/2,84997C,3.75,2
14390,2010/12/2,84997D,3.75,7
16546,2010/12/2,22867,2.1,24
16546,2010/12/2,22633,2.1,24
16546,2010/12/2,22632,2.1,24
16546,2010/12/2,22910,2.55,40
16546,2010/12/2,22737,1.65,20
16546,2010/12/2,22952,0.55,24
13305,2010/12/2,85061W,0.85,24
13305,2010/12/2,22855,1.25,12
13305,2010/12/2,22465,1.65,24
13305,2010/12/2,22740,0.85,48
13305,2010/12/2,21385,0.85,24
12915,2010/12/2,37495,3.75,4
12915,2010/12/2,21218,3.75,6
12915,2010/12/2,21217,9.95,1
12915,2010/12/2,22840,7.95,2
12915,2010/12/2,85132A,9.95,1
12915,2010/12/2,85132B,9.95,1
12915,2010/12/2,85132C,9.95,1
12915,2010/12/2,22938,1.95,12
12915,2010/12/2,22955,2.1,6
12915,2010/12/2,22626,8.5,2
12915,2010/12/2,21843,10.95,1
12915,2010/12/2,22215,8.5,2
12915,2010/12/2,22423,12.75,2
15738,2010/12/2,21206,1.65,12
15738,2010/12/2,20974,0.65,24
15738,2010/12/2,22333,1.65,16
15738,2010/12/2,21094,0.85,60
15738,2010/12/2,21080,0.85,24
15738,2010/12/2,21086,0.65,36
15738,2010/12/2,20914,2.95,6
15738,2010/12/2,20975,0.65,24
15738,2010/12/2,20677,1.25,8
15738,2010/12/2,47590B,5.45,9
15738,2010/12/2,47599A,2.1,12
15738,2010/12/2,22083,2.95,6
15738,2010/12/2,47599B,2.1,6
15738,2010/12/2,84375,2.1,12
14180,2010/12/2,22666,2.95,6
14180,2010/12/2,22120,9.95,3
14180,2010/12/2,85159A,6.35,2
14180,2010/12/2,85064,5.45,2
14180,2010/12/2,21843,10.95,1
14180,2010/12/2,20750,7.95,2
14180,2010/12/2,35004C,5.45,3
14180,2010/12/2,21784,9.95,2
14180,2010/12/2,22849,16.95,1
14180,2010/12/2,22848,16.95,1
14180,2010/12/2,21527,7.95,2
14180,2010/12/2,21844,2.95,6
17964,2010/12/2,22045,0.42,25
17964,2010/12/2,90175C,8.95,1
17964,2010/12/2,90180A,9.95,1
17964,2010/12/2,90178A,11.95,1
17964,2010/12/2,22746,2.1,1
17964,2010/12/2,22745,2.1,1
17964,2010/12/2,22983,0.42,12
17964,2010/12/2,21914,1.25,1
17964,2010/12/2,22986,0.42,25
17964,2010/12/2,21731,1.65,3
17964,2010/12/2,20984,0.85,2
17964,2010/12/2,22436,0.65,10
17964,2010/12/2,21465,3.75,1
17964,2010/12/2,21470,3.75,1
17964,2010/12/2,22622,9.95,2
17964,2010/12/2,16012,0.21,24
17964,2010/12/2,85135B,7.95,1
17964,2010/12/2,22551,1.65,1
17964,2010/12/2,85025C,1.65,2
17964,2010/12/2,21918,0.42,1
17964,2010/12/2,21851,4.95,1
17964,2010/12/2,21849,4.95,1
17964,2010/12/2,22729,3.75,1
17964,2010/12/2,21889,1.25,1
17964,2010/12/2,85124B,2.55,1
17964,2010/12/2,85124C,2.55,1
17964,2010/12/2,20828,2.55,2
17964,2010/12/2,22554,1.65,2
17964,2010/12/2,22653,1.95,2
17964,2010/12/2,21830,0.42,48
17964,2010/12/2,21623,9.95,2
17964,2010/12/2,22785,6.75,2
17964,2010/12/2,22654,5.95,5
17964,2010/12/2,84949,1.65,6
17964,2010/12/2,22800,3.75,4
17235,2010/12/2,22738,1.65,30
17235,2010/12/2,21430,3.75,8
17235,2010/12/2,85184C,2.95,12
17235,2010/12/2,20749,7.95,8
17235,2010/12/2,20750,7.95,8
17235,2010/12/2,22077,1.65,24
17235,2010/12/2,22736,1.65,10
17235,2010/12/2,22737,1.65,10
17235,2010/12/2,21428,4.25,4
17235,2010/12/2,85177,0.85,12
16510,2010/12/2,22768,9.95,2
16510,2010/12/2,22795,6.75,4
16510,2010/12/2,22914,4.95,3
16510,2010/12/2,22969,1.45,12
16510,2010/12/2,21259,5.95,2
16510,2010/12/2,21258,12.75,1
16510,2010/12/2,84947,1.25,12
16510,2010/12/2,84946,1.25,24
16510,2010/12/2,22169,8.5,2
16510,2010/12/2,22767,9.95,2
16510,2010/12/2,21587,2.55,12
16510,2010/12/2,22082,1.65,10
16510,2010/12/2,22604,2.55,6
15107,2010/12/2,84945,0.85,12
15107,2010/12/2,22191,8.5,6
15107,2010/12/2,72760B,9.95,2
15107,2010/12/2,22634,9.95,2
15107,2010/12/2,22426,3.75,4
16781,2010/12/2,48111,7.95,4
16781,2010/12/2,82484,6.45,3
16781,2010/12/2,22296,1.65,12
16781,2010/12/2,22183,6.75,3
16781,2010/12/2,79164,1.65,12
16781,2010/12/2,84683,1.25,24
16781,2010/12/2,82486,7.95,2
16781,2010/12/2,21781,14.95,1
16781,2010/12/2,21745,3.75,4
16781,2010/12/2,21257,7.95,2
16781,2010/12/2,82494L,2.95,6
16781,2010/12/2,79163,1.65,12
16781,2010/12/2,21844,2.95,6
16781,2010/12/2,20828,2.55,6
16781,2010/12/2,22924,0.85,12
16781,2010/12/2,22928,5.95,2
16781,2010/12/2,48185,7.95,2
16186,2010/12/2,20972,1.25,12
16186,2010/12/2,85014A,5.95,3
16186,2010/12/2,21232,1.25,12
16186,2010/12/2,20971,1.25,12
16186,2010/12/2,22961,1.45,12
16186,2010/12/2,20974,0.65,24
16186,2010/12/2,85014B,5.95,3
16186,2010/12/2,22174,1.65,12
16186,2010/12/2,21481,2.95,12
16186,2010/12/2,22727,3.75,4
16186,2010/12/2,22726,3.75,4
16186,2010/12/2,22969,1.45,12
16186,2010/12/2,21700,0.85,12
16186,2010/12/2,22064,1.65,12
16186,2010/12/2,85199L,0.65,12
16186,2010/12/2,22865,2.1,12
16186,2010/12/2,22985,0.42,25
16186,2010/12/2,22983,0.42,12
16186,2010/12/2,22821,0.65,12
16186,2010/12/2,22815,0.42,12
17581,2010/12/2,22776,9.95,4
17581,2010/12/2,20724,0.85,10
17581,2010/12/2,20725,1.65,10
17581,2010/12/2,21080,0.85,24
17581,2010/12/2,21210,1.45,24
17581,2010/12/2,21212,0.55,24
17581,2010/12/2,22083,2.95,12
17581,2010/12/2,22333,1.65,8
17581,2010/12/2,22084,2.95,6
17581,2010/12/2,22086,2.95,18
17581,2010/12/2,22575,1.95,8
17581,2010/12/2,22909,0.85,24
17581,2010/12/2,22910,2.95,18
17581,2010/12/2,22952,0.55,24
17581,2010/12/2,84347,2.55,18
17581,2010/12/2,22356,0.85,10
17581,2010/12/2,22384,1.65,10
17581,2010/12/2,20727,1.65,10
17581,2010/12/2,22380,2.1,5
17581,2010/12/2,22382,1.65,10
17581,2010/12/2,72801C,1.25,12
17581,2010/12/2,72801D,1.25,12
17581,2010/12/2,79321,4.95,4
17581,2010/12/2,22661,0.85,10
17581,2010/12/2,22198,1.65,12
17581,2010/12/2,22862,4.25,4
17581,2010/12/2,22726,3.75,8
17581,2010/12/2,22729,3.75,4
17581,2010/12/2,21735,12.75,2
17581,2010/12/2,22355,0.85,10
17581,2010/12/2,22733,1.25,20
17581,2010/12/2,22558,1.49,12
17581,2010/12/2,22964,2.1,6
17581,2010/12/2,22966,1.25,12
17581,2010/12/2,22969,1.45,12
17581,2010/12/2,22965,2.1,6
17581,2010/12/2,22961,1.45,12
17581,2010/12/2,22960,4.25,6
13138,2010/12/2,21422,0.85,16
13138,2010/12/2,22147,1.45,12
13138,2010/12/2,20971,1.25,12
13138,2010/12/2,22149,2.1,6
13138,2010/12/2,20969,3.75,4
13138,2010/12/2,20970,3.75,4
13138,2010/12/2,20967,3.75,4
13138,2010/12/2,22585,1.25,12
13138,2010/12/2,21257,7.95,2
13138,2010/12/2,21259,5.95,2
13138,2010/12/2,15036,0.75,12
13138,2010/12/2,21408,4.25,3
13138,2010/12/2,22915,0.42,24
13138,2010/12/2,84836,1.25,12
13767,2010/12/2,21314,2.1,24
13767,2010/12/2,22726,3.75,12
13767,2010/12/2,22727,3.75,48
13767,2010/12/2,22114,3.95,12
15574,2010/12/2,22376,4.25,1
15574,2010/12/2,22174,1.65,1
15574,2010/12/2,22745,2.1,1
15574,2010/12/2,20665,2.95,1
15574,2010/12/2,21719,0.85,1
15574,2010/12/2,22906,1.65,1
15574,2010/12/2,22181,0.85,2
15574,2010/12/2,21981,0.29,1
15574,2010/12/2,22616,0.29,1
15574,2010/12/2,21967,0.29,1
15574,2010/12/2,21392,2.1,1
15574,2010/12/2,21393,2.1,1
15574,2010/12/2,22328,2.95,1
15574,2010/12/2,22952,0.55,1
15574,2010/12/2,21268,0.42,2
15574,2010/12/2,22902,2.1,1
15574,2010/12/2,22659,1.95,1
15574,2010/12/2,84952C,3.75,1
15574,2010/12/2,84952B,3.75,1
15574,2010/12/2,85144,7.25,1
15574,2010/12/2,20668,0.12,10
15574,2010/12/2,22087,2.95,2
15574,2010/12/2,21327,1.65,1
15574,2010/12/2,21328,1.65,1
15574,2010/12/2,21025,1.25,1
15574,2010/12/2,21031,1.25,1
15574,2010/12/2,21030,1.25,1
15574,2010/12/2,21026,1.25,1
15574,2010/12/2,22376,4.25,2
15574,2010/12/2,21032,1.25,2
15574,2010/12/2,22376,4.25,2
15574,2010/12/2,22554,1.65,1
15574,2010/12/2,22553,1.65,1
15574,2010/12/2,21026,1.25,1
15574,2010/12/2,21578,2.25,1
15574,2010/12/2,21559,2.55,1
15574,2010/12/2,22791,1.25,6
15574,2010/12/2,21392,2.1,2
15574,2010/12/2,21393,2.1,2
15574,2010/12/2,22585,1.25,1
15574,2010/12/2,22350,2.55,1
15574,2010/12/2,21354,1.25,1
15574,2010/12/2,21357,1.25,1
15574,2010/12/2,22909,0.85,2
15574,2010/12/2,22977,1.25,1
15574,2010/12/2,22974,1.65,1
15574,2010/12/2,20724,0.85,1
15574,2010/12/2,20719,0.85,1
15574,2010/12/2,21587,2.55,5
15574,2010/12/2,21625,6.95,1
15574,2010/12/2,22634,9.95,1
15574,2010/12/2,20766,3.75,1
15574,2010/12/2,22972,1.65,1
15574,2010/12/2,22988,1.25,1
15574,2010/12/2,22976,1.25,1
15574,2010/12/2,22973,1.65,1
15574,2010/12/2,84879,1.69,1
15574,2010/12/2,21398,2.1,2
15574,2010/12/2,21399,2.1,2
15574,2010/12/2,22585,1.25,1
15574,2010/12/2,21982,0.29,1
15574,2010/12/2,22623,4.95,1
15574,2010/12/2,22909,0.85,1
15574,2010/12/2,22562,1.25,1
15574,2010/12/2,21967,0.29,1
15574,2010/12/2,22906,1.65,1
15574,2010/12/2,72598,0.85,1
15574,2010/12/2,21591,1.25,1
15574,2010/12/2,21714,1.25,1
15574,2010/12/2,84832,0.85,2
15574,2010/12/2,22553,1.65,1
15574,2010/12/2,21967,0.29,1
15574,2010/12/2,21984,0.29,1
15574,2010/12/2,21982,0.29,1
15574,2010/12/2,21981,0.29,1
15574,2010/12/2,21591,1.25,3
15574,2010/12/2,21135,1.69,8
15574,2010/12/2,84879,1.69,5
15574,2010/12/2,21121,1.25,1
15574,2010/12/2,21990,2.95,1
15574,2010/12/2,21328,1.65,1
15574,2010/12/2,21327,1.65,2
15574,2010/12/2,22744,2.95,2
15574,2010/12/2,20751,2.1,1
15574,2010/12/2,21993,2.95,1
15574,2010/12/2,22077,1.65,1
15574,2010/12/2,16258A,0.42,1
15574,2010/12/2,22435,1.25,1
15574,2010/12/2,84347,2.55,1
15574,2010/12/2,22082,1.65,1
15574,2010/12/2,21578,2.25,1
15574,2010/12/2,22952,0.55,1
15574,2010/12/2,22616,0.29,3
15574,2010/12/2,22561,1.65,1
